RTPX7L, G, 0, -inf, -inf, inf
99AGNJ, B, 3, 8, 6, 8
FYJ5GS, Y, 4, 18, 6, 8
99AGNJ, B, 3, 8, 6, 8
G6KWSZ, Y, 4, 18, 6, 8
99AGNJ, B, 3, 8, 6, 8
KNRPFV, G, 4, 18, 6, 8
99AGNJ, B, 3, 8, 6, 8
KNRPFV, R, 4, 8, 6, 8
99AGNJ, B, 3, 8, 6, 8
KNRPFV, Y, 4, 18, 6, 8
99AGNJ, B, 3, 8, 6, 8
OBP6OQ, B, 4, 6, 6, 8
99AGNJ, B, 3, 6, 6, 8
3JRRBS, B, 2, 6, 6, inf
99AGNJ, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
99AGNJ, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
99AGNJ, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
99AGNJ, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
99AGNJ, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
FYJ5GS, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
FYJ5GS, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
FYJ5GS, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
FYJ5GS, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
FYJ5GS, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
G6KWSZ, B, 3, inf, 6, inf
4W88SH, G, 4, 18, 6, inf
G6KWSZ, B, 3, 18, 6, 18
4W88SH, R, 4, 8, 6, 18
G6KWSZ, B, 3, 8, 6, 8
4W88SH, Y, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
5VHBF8, G, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
5VHBF8, R, 4, 8, 6, 8
G6KWSZ, B, 3, 8, 6, 8
5VHBF8, Y, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
5WJZAB, G, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
5WJZAB, R, 4, 8, 6, 8
G6KWSZ, B, 3, 8, 6, 8
5WJZAB, Y, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
99AGNJ, R, 4, 8, 6, 8
G6KWSZ, B, 3, 8, 6, 8
99AGNJ, Y, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
FYJ5GS, G, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
FYJ5GS, R, 4, 8, 6, 8
G6KWSZ, B, 3, 8, 6, 8
FYJ5GS, Y, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
LMDBW1, G, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
LMDBW1, R, 4, 8, 6, 8
G6KWSZ, B, 3, 8, 6, 8
LMDBW1, Y, 4, 18, 6, 8
G6KWSZ, B, 3, 8, 6, 8
OBP6OQ, B, 4, 6, 6, 8
G6KWSZ, B, 3, 6, 6, 8
3JRRBS, B, 2, 6, 6, inf
G6KWSZ, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
G6KWSZ, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
G6KWSZ, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, B, 3, inf, 6, inf
4W88SH, G, 4, 18, 6, inf
OBP6OQ, B, 3, 18, 6, 18
4W88SH, R, 4, 8, 6, 18
OBP6OQ, B, 3, 8, 6, 8
4W88SH, Y, 4, 18, 6, 8
OBP6OQ, B, 3, 8, 6, 8
5WJZAB, G, 4, 18, 6, 8
OBP6OQ, B, 3, 8, 6, 8
5WJZAB, R, 4, 8, 6, 8
OBP6OQ, B, 3, 8, 6, 8
5WJZAB, Y, 4, 18, 6, 8
OBP6OQ, B, 3, 8, 6, 8
99AGNJ, B, 4, 6, 6, 8
OBP6OQ, B, 3, 6, 6, 8
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
OBP6OQ, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
OBP6OQ, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
OBP6OQ, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
OBP6OQ, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
SH4601, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
SH4601, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
SH4601, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
SH4601, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
SH4601, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
SH4601, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
SH4601, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
SH4601, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
TI082Q, B, 3, inf, 6, inf
4W88SH, G, 4, 18, 6, inf
TI082Q, B, 3, 18, 6, 18
4W88SH, R, 4, 8, 6, 18
TI082Q, B, 3, 8, 6, 8
4W88SH, Y, 4, 18, 6, 8
TI082Q, B, 3, 8, 6, 8
5WJZAB, G, 4, 18, 6, 8
TI082Q, B, 3, 8, 6, 8
5WJZAB, R, 4, 8, 6, 8
TI082Q, B, 3, 8, 6, 8
5WJZAB, Y, 4, 18, 6, 8
TI082Q, B, 3, 8, 6, 8
99AGNJ, B, 4, 6, 6, 8
TI082Q, B, 3, 6, 6, 8
3JRRBS, B, 2, 6, 6, inf
TI082Q, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
TI082Q, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
TI082Q, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
TI082Q, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
TI082Q, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
TROFOM, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
TROFOM, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
TROFOM, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
TROFOM, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
TROFOM, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
TROFOM, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
TROFOM, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
TROFOM, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
UD3BEB, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
UD3BEB, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
UD3BEB, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
UD3BEB, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
UD3BEB, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
UD3BEB, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
UD3BEB, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
UD3BEB, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
ZHDMMH, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
ZHDMMH, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
ZHDMMH, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
ZHDMMH, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
ZHDMMH, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
57VQP8, B, 1, 6, 6, inf
RTPX7L, G, 0, 6, 6, inf
57VQP8, G, 1, inf, 6, inf
3JRRBS, B, 2, -inf, 6, inf
4W88SH, R, 3, inf, 6, inf
5WJZAB, G, 4, -4, 6, inf
4W88SH, R, 3, -4, 6, inf
3JRRBS, B, 2, -4, 6, inf
4W88SH, Y, 3, inf, 6, inf
5WJZAB, G, 4, 6, 6, inf
4W88SH, Y, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
5WJZAB, G, 3, inf, 6, inf
4W88SH, R, 4, -6, 6, inf
5WJZAB, G, 3, -6, 6, inf
3JRRBS, B, 2, 6, 6, inf
5WJZAB, R, 3, inf, 6, inf
4W88SH, R, 4, -14, 6, inf
5WJZAB, R, 3, -14, 6, inf
3JRRBS, B, 2, 6, 6, inf
5WJZAB, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
5WJZAB, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
99AGNJ, B, 3, inf, 6, inf
4W88SH, R, 4, 1, 6, inf
99AGNJ, B, 3, 1, 6, inf
3JRRBS, B, 2, 6, 6, inf
99AGNJ, R, 3, inf, 6, inf
4W88SH, Y, 4, -4, 6, inf
99AGNJ, R, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
99AGNJ, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
99AGNJ, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, R, 3, inf, 6, inf
4W88SH, R, 4, -14, 6, inf
FYJ5GS, R, 3, -14, 6, inf
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
FYJ5GS, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
G6KWSZ, B, 3, inf, 6, inf
4W88SH, R, 4, 1, 6, inf
G6KWSZ, B, 3, 1, 6, inf
3JRRBS, B, 2, 6, 6, inf
G6KWSZ, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
G6KWSZ, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, B, 3, inf, 6, inf
4W88SH, R, 4, 1, 6, inf
OBP6OQ, B, 3, 1, 6, inf
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, G, 3, inf, 6, inf
4W88SH, R, 4, -6, 6, inf
OBP6OQ, G, 3, -6, 6, inf
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
OBP6OQ, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
SH4601, R, 3, inf, 6, inf
4W88SH, R, 4, -14, 6, inf
SH4601, R, 3, -14, 6, inf
3JRRBS, B, 2, 6, 6, inf
SH4601, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
SH4601, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
TI082Q, B, 3, inf, 6, inf
4W88SH, R, 4, 1, 6, inf
TI082Q, B, 3, 1, 6, inf
3JRRBS, B, 2, 6, 6, inf
TI082Q, R, 3, inf, 6, inf
4W88SH, R, 4, -14, 6, inf
TI082Q, R, 3, -14, 6, inf
3JRRBS, B, 2, 6, 6, inf
TI082Q, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
TI082Q, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
TROFOM, G, 3, inf, 6, inf
4W88SH, R, 4, -6, 6, inf
TROFOM, G, 3, -6, 6, inf
3JRRBS, B, 2, 6, 6, inf
TROFOM, R, 3, inf, 6, inf
4W88SH, R, 4, -14, 6, inf
TROFOM, R, 3, -14, 6, inf
3JRRBS, B, 2, 6, 6, inf
TROFOM, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
TROFOM, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
UD3BEB, B, 3, inf, 6, inf
4W88SH, R, 4, 1, 6, inf
UD3BEB, B, 3, 1, 6, inf
3JRRBS, B, 2, 6, 6, inf
UD3BEB, R, 3, inf, 6, inf
4W88SH, R, 4, -14, 6, inf
UD3BEB, R, 3, -14, 6, inf
3JRRBS, B, 2, 6, 6, inf
UD3BEB, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
UD3BEB, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, B, 3, inf, 6, inf
4W88SH, R, 4, 1, 6, inf
ZHDMMH, B, 3, 1, 6, inf
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, R, 3, inf, 6, inf
4W88SH, R, 4, -14, 6, inf
ZHDMMH, R, 3, -14, 6, inf
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, Y, 3, inf, 6, inf
4W88SH, R, 4, -4, 6, inf
ZHDMMH, Y, 3, -4, 6, inf
3JRRBS, B, 2, 6, 6, inf
57VQP8, G, 1, 6, 6, inf
RTPX7L, G, 0, 6, 6, inf
57VQP8, Y, 1, inf, 6, inf
3JRRBS, B, 2, -inf, 6, inf
4W88SH, G, 3, inf, 6, inf
5WJZAB, G, 4, 6, 6, inf
4W88SH, G, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
4W88SH, R, 3, inf, 6, inf
5WJZAB, G, 4, -2, 6, inf
4W88SH, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
5WJZAB, G, 3, inf, 6, inf
4W88SH, G, 4, 6, 6, inf
5WJZAB, G, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
5WJZAB, R, 3, inf, 6, inf
4W88SH, G, 4, -2, 6, inf
5WJZAB, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
5WJZAB, Y, 3, inf, 6, inf
4W88SH, G, 4, 8, 6, inf
5WJZAB, Y, 3, 8, 6, 8
4W88SH, R, 4, -2, 6, 8
5WJZAB, Y, 3, -2, 6, 8
3JRRBS, B, 2, 6, 6, inf
99AGNJ, B, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
99AGNJ, B, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
99AGNJ, B, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
99AGNJ, R, 3, inf, 6, inf
4W88SH, G, 4, -2, 6, inf
99AGNJ, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
99AGNJ, Y, 3, inf, 6, inf
4W88SH, G, 4, 8, 6, inf
99AGNJ, Y, 3, 8, 6, 8
4W88SH, R, 4, -2, 6, 8
99AGNJ, Y, 3, -2, 6, 8
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, G, 3, inf, 6, inf
4W88SH, G, 4, 6, 6, inf
FYJ5GS, G, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, R, 3, inf, 6, inf
4W88SH, G, 4, -2, 6, inf
FYJ5GS, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
G6KWSZ, B, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
G6KWSZ, B, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
G6KWSZ, B, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
G6KWSZ, Y, 3, inf, 6, inf
4W88SH, G, 4, 8, 6, inf
G6KWSZ, Y, 3, 8, 6, 8
4W88SH, R, 4, -2, 6, 8
G6KWSZ, Y, 3, -2, 6, 8
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, B, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
OBP6OQ, B, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
OBP6OQ, B, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, G, 3, inf, 6, inf
4W88SH, G, 4, 6, 6, inf
OBP6OQ, G, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, Y, 3, inf, 6, inf
4W88SH, G, 4, 8, 6, inf
OBP6OQ, Y, 3, 8, 6, 8
4W88SH, R, 4, -2, 6, 8
OBP6OQ, Y, 3, -2, 6, 8
3JRRBS, B, 2, 6, 6, inf
SH4601, G, 3, inf, 6, inf
4W88SH, G, 4, 6, 6, inf
SH4601, G, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
SH4601, R, 3, inf, 6, inf
4W88SH, G, 4, -2, 6, inf
SH4601, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
TI082Q, B, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
TI082Q, B, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
TI082Q, B, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
TI082Q, R, 3, inf, 6, inf
4W88SH, G, 4, -2, 6, inf
TI082Q, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
TI082Q, Y, 3, inf, 6, inf
4W88SH, G, 4, 8, 6, inf
TI082Q, Y, 3, 8, 6, 8
4W88SH, R, 4, -2, 6, 8
TI082Q, Y, 3, -2, 6, 8
3JRRBS, B, 2, 6, 6, inf
TROFOM, G, 3, inf, 6, inf
4W88SH, G, 4, 6, 6, inf
TROFOM, G, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
TROFOM, R, 3, inf, 6, inf
4W88SH, G, 4, -2, 6, inf
TROFOM, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
TROFOM, Y, 3, inf, 6, inf
4W88SH, G, 4, 8, 6, inf
TROFOM, Y, 3, 8, 6, 8
4W88SH, R, 4, -2, 6, 8
TROFOM, Y, 3, -2, 6, 8
3JRRBS, B, 2, 6, 6, inf
UD3BEB, B, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
UD3BEB, B, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
UD3BEB, B, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
UD3BEB, G, 3, inf, 6, inf
4W88SH, G, 4, 6, 6, inf
UD3BEB, G, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
UD3BEB, R, 3, inf, 6, inf
4W88SH, G, 4, -2, 6, inf
UD3BEB, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, B, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
ZHDMMH, B, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
ZHDMMH, B, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, G, 3, inf, 6, inf
4W88SH, G, 4, 6, 6, inf
ZHDMMH, G, 3, 6, 6, inf
3JRRBS, B, 2, 6, 6, inf
ZHDMMH, R, 3, inf, 6, inf
4W88SH, G, 4, -2, 6, inf
ZHDMMH, R, 3, -2, 6, inf
3JRRBS, B, 2, 6, 6, inf
57VQP8, Y, 1, 6, 6, inf
RTPX7L, G, 0, 6, 6, inf
99AGNJ, B, 1, inf, 6, inf
3JRRBS, B, 2, -inf, 6, inf
4W88SH, G, 3, inf, 6, inf
57VQP8, B, 4, -1, 6, inf
4W88SH, G, 3, -1, 6, inf
3JRRBS, B, 2, -1, 6, inf
4W88SH, R, 3, inf, 6, inf
57VQP8, B, 4, -9, 6, inf
4W88SH, R, 3, -9, 6, inf
3JRRBS, B, 2, -1, 6, inf
4W88SH, Y, 3, inf, 6, inf
57VQP8, B, 4, 1, 6, inf
4W88SH, Y, 3, 1, 6, inf
3JRRBS, B, 2, 1, 6, inf
57VQP8, B, 3, inf, 6, inf
4W88SH, G, 4, 18, 6, inf
57VQP8, B, 3, 18, 6, 18
4W88SH, R, 4, 8, 6, 18
57VQP8, B, 3, 8, 6, 8
4W88SH, Y, 4, 18, 6, 8
57VQP8, B, 3, 8, 6, 8
5WJZAB, G, 4, 18, 6, 8
57VQP8, B, 3, 8, 6, 8
5WJZAB, R, 4, 8, 6, 8
57VQP8, B, 3, 8, 6, 8
5WJZAB, Y, 4, 18, 6, 8
57VQP8, B, 3, 8, 6, 8
FYJ5GS, G, 4, 18, 6, 8
57VQP8, B, 3, 8, 6, 8
FYJ5GS, R, 4, 8, 6, 8
57VQP8, B, 3, 8, 6, 8
FYJ5GS, Y, 4, 18, 6, 8
57VQP8, B, 3, 8, 6, 8
G6KWSZ, Y, 4, 18, 6, 8
57VQP8, B, 3, 8, 6, 8
KNRPFV, G, 4, 18, 6, 8
57VQP8, B, 3, 8, 6, 8
KNRPFV, R, 4, 8, 6, 8
57VQP8, B, 3, 8, 6, 8
KNRPFV, Y, 4, 18, 6, 8
57VQP8, B, 3, 8, 6, 8
OBP6OQ, B, 4, 6, 6, 8
57VQP8, B, 3, 6, 6, 8
3JRRBS, B, 2, 6, 6, inf
57VQP8, G, 3, inf, 6, inf
4W88SH, R, 4, 1, 6, inf
57VQP8, G, 3, 1, 6, inf
3JRRBS, B, 2, 6, 6, inf
57VQP8, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
57VQP8, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
57VQP8, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
5WJZAB, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
5WJZAB, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
5WJZAB, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
5WJZAB, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
5WJZAB, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
5WJZAB, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
5WJZAB, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
5WJZAB, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
FYJ5GS, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
FYJ5GS, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
FYJ5GS, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
FYJ5GS, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
FYJ5GS, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
FYJ5GS, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
G6KWSZ, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
G6KWSZ, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
G6KWSZ, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
KNRPFV, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
KNRPFV, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
KNRPFV, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
KNRPFV, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
KNRPFV, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
KNRPFV, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
KNRPFV, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
KNRPFV, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, B, 3, inf, 6, inf
4W88SH, G, 4, 18, 6, inf
OBP6OQ, B, 3, 18, 6, 18
4W88SH, R, 4, 8, 6, 18
OBP6OQ, B, 3, 8, 6, 8
4W88SH, Y, 4, 18, 6, 8
OBP6OQ, B, 3, 8, 6, 8
57VQP8, B, 4, 6, 6, 8
OBP6OQ, B, 3, 6, 6, 8
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
OBP6OQ, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
OBP6OQ, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
OBP6OQ, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
OBP6OQ, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
OBP6OQ, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
SH4601, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
SH4601, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
SH4601, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
SH4601, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
SH4601, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
SH4601, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
SH4601, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
SH4601, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
T1MPTK, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
T1MPTK, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
T1MPTK, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
T1MPTK, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
T1MPTK, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
T1MPTK, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
T1MPTK, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
T1MPTK, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
TI082Q, B, 3, inf, 6, inf
4W88SH, G, 4, 18, 6, inf
TI082Q, B, 3, 18, 6, 18
4W88SH, R, 4, 8, 6, 18
TI082Q, B, 3, 8, 6, 8
4W88SH, Y, 4, 18, 6, 8
TI082Q, B, 3, 8, 6, 8
57VQP8, B, 4, 6, 6, 8
TI082Q, B, 3, 6, 6, 8
3JRRBS, B, 2, 6, 6, inf
TI082Q, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
TI082Q, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
TI082Q, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
TI082Q, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
TI082Q, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
TROFOM, G, 3, inf, 6, inf
4W88SH, G, 4, 11, 6, inf
TROFOM, G, 3, 11, 6, 11
4W88SH, R, 4, 1, 6, 11
TROFOM, G, 3, 1, 6, 11
3JRRBS, B, 2, 6, 6, inf
TROFOM, R, 3, inf, 6, inf
4W88SH, G, 4, 3, 6, inf
TROFOM, R, 3, 3, 6, inf
3JRRBS, B, 2, 6, 6, inf
TROFOM, Y, 3, inf, 6, inf
4W88SH, G, 4, 13, 6, inf
TROFOM, Y, 3, 13, 6, 13
4W88SH, R, 4, 3, 6, 13
TROFOM, Y, 3, 3, 6, 13
3JRRBS, B, 2, 6, 6, inf
99AGNJ, B, 1, 6, 6, inf
RTPX7L, G, 0, 6, 6, inf
